types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/Tournament107464725,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/WikicatUEFACompetitions,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/WikicatUnitedKingdomActsOfParliament1986,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Act106532095,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/CivilLaw108453464,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Law108441203,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/LegalDocument106479665,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Legislation106535222,http://dbpedia.org/resource/Company_Directors_Disqualification_Act_1986,Company Directors Disqualification Act 1986,33,130,1.0,0.0,1,49,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/WikicatPowerCompaniesOfAustralia,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/WikicatCompaniesDisestablishedIn2009,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/WikicatCompaniesEstablishedIn1997,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/PowerCompany108186393,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Service108186047,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/Utility108185758,http://dbpedia.org/resource/VENCorp,Vencorp,11,12,0.999999998628482,0.0,2,50,== Personal life == | === Business interests ===
http://dbpedia.org/class/yago/WikicatAwardsEstablishedIn2006,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/class/yago/WikicatBBCAwards,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/class/yago/WikicatBritishLiteraryAwards,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/class/yago/WikicatLiteraryAwardsByMagazinesAndNewspapers,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/The_Big_Read,The Big Read,267,58,1.0,0.0,3,53,== Personal life == | === Other work (writing and singing) ===
