URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Classification_of_inhabited_localities_in_Russia,40327,,town,210,0.9936170142769885,0.0042933812302345,"After the death of his father, Mikhail Lyapunov, when he was about eight, Sergei, his mother, and his two brothers (one of them was Aleksandr Lyapunov, later a notable mathematician) went to live in the larger town of Nizhny Novgorod.",1,2,== Life ==
http://dbpedia.org/resource/Nizhny_Novgorod,2799,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Nizhny Novgorod,218,0.9999934108923808,3.177555678034862e-06,"After the death of his father, Mikhail Lyapunov, when he was about eight, Sergei, his mother, and his two brothers (one of them was Aleksandr Lyapunov, later a notable mathematician) went to live in the larger town of Nizhny Novgorod.",1,2,== Life ==
http://dbpedia.org/resource/Grammar,4084,,grammar,22,0.7896651950697418,0.2588842724861676,There he attended the grammar school along with classes of the newly formed local branch of the Russian Musical Society.,2,2,== Life ==
http://dbpedia.org/resource/Russian_Musical_Society,99,,Russian Musical Society,96,0.9999999999999716,0.0,There he attended the grammar school along with classes of the newly formed local branch of the Russian Musical Society.,2,2,== Life ==
http://dbpedia.org/resource/Nikolai_Rubinstein,157,,Nikolai Rubinstein,25,1.0,0.0,"On the recommendation of Nikolai Rubinstein, the Director of the Moscow Conservatory of Music, he enrolled in that institution in 1878.",3,2,== Life ==
http://dbpedia.org/resource/Moscow_Conservatory,1545,,Moscow Conservatory,65,1.0,0.0,"On the recommendation of Nikolai Rubinstein, the Director of the Moscow Conservatory of Music, he enrolled in that institution in 1878.",3,2,== Life ==
http://dbpedia.org/resource/Karl_Klindworth,33,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Karl Klindworth,23,1.0,0.0,"His main teachers were Karl Klindworth (piano; a former pupil of Franz Liszt), and Sergei Taneyev (composition; a former pupil of Pyotr Ilyich Tchaikovsky and his successor at the Conservatory).",4,2,== Life ==
http://dbpedia.org/resource/Piano,43878,,piano,40,0.999233649495038,0.0007618639113006675,"His main teachers were Karl Klindworth (piano; a former pupil of Franz Liszt), and Sergei Taneyev (composition; a former pupil of Pyotr Ilyich Tchaikovsky and his successor at the Conservatory).",4,2,== Life ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Franz Liszt,65,1.0,0.0,"His main teachers were Karl Klindworth (piano; a former pupil of Franz Liszt), and Sergei Taneyev (composition; a former pupil of Pyotr Ilyich Tchaikovsky and his successor at the Conservatory).",4,2,== Life ==
http://dbpedia.org/resource/Sergei_Taneyev,205,,Sergei Taneyev,83,1.0,0.0,"His main teachers were Karl Klindworth (piano; a former pupil of Franz Liszt), and Sergei Taneyev (composition; a former pupil of Pyotr Ilyich Tchaikovsky and his successor at the Conservatory).",4,2,== Life ==
http://dbpedia.org/resource/Pyotr_Ilyich_Tchaikovsky,4153,,Pyotr Ilyich Tchaikovsky,130,1.0,2.3947307882221747e-22,"His main teachers were Karl Klindworth (piano; a former pupil of Franz Liszt), and Sergei Taneyev (composition; a former pupil of Pyotr Ilyich Tchaikovsky and his successor at the Conservatory).",4,2,== Life ==
http://dbpedia.org/resource/Nationalism,9055,,nationalist,44,0.9991769490421348,0.0005651070534310792,"He graduated in 1883, more attracted by the nationalist elements in music of the New Russian School than by the more cosmopolitan approach of Tchaikovsky and Taneyev.",0,3,== Life ==
http://dbpedia.org/resource/New_Russians,32,,New Russian,81,0.9999999999985504,0.0,"He graduated in 1883, more attracted by the nationalist elements in music of the New Russian School than by the more cosmopolitan approach of Tchaikovsky and Taneyev.",0,3,== Life ==
http://dbpedia.org/resource/Cosmopolitanism,478,,cosmopolitan,117,0.9332976985978376,0.0344258341647967,"He graduated in 1883, more attracted by the nationalist elements in music of the New Russian School than by the more cosmopolitan approach of Tchaikovsky and Taneyev.",0,3,== Life ==
http://dbpedia.org/resource/Pyotr_Ilyich_Tchaikovsky,4153,,Tchaikovsky,142,0.99999996482805,3.5057773845690723e-08,"He graduated in 1883, more attracted by the nationalist elements in music of the New Russian School than by the more cosmopolitan approach of Tchaikovsky and Taneyev.",0,3,== Life ==
http://dbpedia.org/resource/Sergei_Taneyev,205,,Taneyev,158,0.9999999999997158,0.0,"He graduated in 1883, more attracted by the nationalist elements in music of the New Russian School than by the more cosmopolitan approach of Tchaikovsky and Taneyev.",0,3,== Life ==
http://dbpedia.org/resource/Mily_Balakirev,283,,Mily Balakirev,42,1.0,0.0,"He went to St. Petersburg in 1885 to seek Mily Balakirev, becoming the most important member of Balakirev's latter-day circle.",1,3,== Life ==
http://dbpedia.org/resource/Mily_Balakirev,283,,Balakirev,96,0.9999999999998864,0.0,"He went to St. Petersburg in 1885 to seek Mily Balakirev, becoming the most important member of Balakirev's latter-day circle.",1,3,== Life ==
http://dbpedia.org/resource/Circle,5137,,circle,119,0.9974988411730326,0.0022582999712917,"He went to St. Petersburg in 1885 to seek Mily Balakirev, becoming the most important member of Balakirev's latter-day circle.",1,3,== Life ==
http://dbpedia.org/resource/Mily_Balakirev,283,,Balakirev,0,1.0,0.0,"Balakirev, who had himself been born and bred in Nizhny Novgorod, took Lyapunov under his wing, and oversaw his early compositions as closely as he had done with the members of his circle during the 1860s, now known as The Five.",2,3,== Life ==
http://dbpedia.org/resource/Nizhny_Novgorod,2799,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Nizhny Novgorod,49,0.999998893753756,7.671298079623589e-07,"Balakirev, who had himself been born and bred in Nizhny Novgorod, took Lyapunov under his wing, and oversaw his early compositions as closely as he had done with the members of his circle during the 1860s, now known as The Five.",2,3,== Life ==
http://dbpedia.org/resource/Wing,3363,,wing,90,0.6662204370994472,0.4451150944190185,"Balakirev, who had himself been born and bred in Nizhny Novgorod, took Lyapunov under his wing, and oversaw his early compositions as closely as he had done with the members of his circle during the 1860s, now known as The Five.",2,3,== Life ==
http://dbpedia.org/resource/Circle,5137,,circle,181,0.9962476274970878,0.0034942026823755,"Balakirev, who had himself been born and bred in Nizhny Novgorod, took Lyapunov under his wing, and oversaw his early compositions as closely as he had done with the members of his circle during the 1860s, now known as The Five.",2,3,== Life ==
http://dbpedia.org/resource/The_Five_(composers),221,,The Five,219,0.7621336558128464,0.2628065471202721,"Balakirev, who had himself been born and bred in Nizhny Novgorod, took Lyapunov under his wing, and oversaw his early compositions as closely as he had done with the members of his circle during the 1860s, now known as The Five.",2,3,== Life ==
http://dbpedia.org/resource/Mily_Balakirev,283,,Balakirev,0,0.9999999820328612,0.0,Balakirev's influence remained the dominant influence in his creative life.,3,3,== Life ==
http://dbpedia.org/resource/Russian_Geographical_Society,236,"Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Agent,DBpedia:Organisation",Imperial Geographical Society,13,1.0,0.0,"In 1893, the Imperial Geographical Society commissioned Lyapunov, along with Balakirev and Anatoly Lyadov, to gather folksongs from the regions of Vologda, Vyatka (now Kirov) and Kostroma.",0,4,== Life ==
http://dbpedia.org/resource/Mily_Balakirev,283,,Balakirev,77,1.0,0.0,"In 1893, the Imperial Geographical Society commissioned Lyapunov, along with Balakirev and Anatoly Lyadov, to gather folksongs from the regions of Vologda, Vyatka (now Kirov) and Kostroma.",0,4,== Life ==
http://dbpedia.org/resource/Anatoly_Lyadov,125,,Anatoly Lyadov,91,1.0,0.0,"In 1893, the Imperial Geographical Society commissioned Lyapunov, along with Balakirev and Anatoly Lyadov, to gather folksongs from the regions of Vologda, Vyatka (now Kirov) and Kostroma.",0,4,== Life ==
http://dbpedia.org/resource/Kirov_Oblast,1196,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Vyatka,156,0.9998360917672562,0.00016393510305289535,"In 1893, the Imperial Geographical Society commissioned Lyapunov, along with Balakirev and Anatoly Lyadov, to gather folksongs from the regions of Vologda, Vyatka (now Kirov) and Kostroma.",0,4,== Life ==
http://dbpedia.org/resource/Kirov_Oblast,1196,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Kirov,168,0.9999971047308368,2.891241744385337e-06,"In 1893, the Imperial Geographical Society commissioned Lyapunov, along with Balakirev and Anatoly Lyadov, to gather folksongs from the regions of Vologda, Vyatka (now Kirov) and Kostroma.",0,4,== Life ==
http://dbpedia.org/resource/Piano,43878,,piano,50,0.9999984460733196,1.3045502628918494e-06,Lyapunov arranged 30 of these songs for voice and piano and used authentic folk songs in several of his compositions during the 1890s.,2,4,== Life ==
http://dbpedia.org/resource/Folk_music,18093,"Wikidata:Q188451,DUL:Concept,DBpedia:TopicalConcept,DBpedia:Genre,DBpedia:MusicGenre",folk,75,0.9989612873644526,0.0003738792428289683,Lyapunov arranged 30 of these songs for voice and piano and used authentic folk songs in several of his compositions during the 1890s.,2,4,== Life ==
http://dbpedia.org/resource/Conducting,12933,,conductor,42,0.9999885566120024,1.1144132713202388e-05,"From 1904, Lyapunov made appearances as a conductor, mounting the podium by invitation in Berlin and Leipzig in 1907.",0,5,== Life ==
http://dbpedia.org/resource/Berlin,90273,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Berlin,90,0.9943836529426509,0.0056003772718394,"From 1904, Lyapunov made appearances as a conductor, mounting the podium by invitation in Berlin and Leipzig in 1907.",0,5,== Life ==
http://dbpedia.org/resource/Leipzig,18349,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Leipzig,101,0.9935218296871652,0.0062612700459193,"From 1904, Lyapunov made appearances as a conductor, mounting the podium by invitation in Berlin and Leipzig in 1907.",0,5,== Life ==
http://dbpedia.org/resource/Pianist,5869,,pianist,41,0.9609374640474124,0.0405949958048431,He also enjoyed a successful career as a pianist.,1,5,== Life ==
http://dbpedia.org/resource/Spring_(hydrology),3926,,spring,7,0.6508803136070009,0.2688327814569535,"In the spring of 1910, Lyapunov recorded some of his own works for the reproducing piano Welte-Mignon (Op.",2,5,== Life ==
http://dbpedia.org/resource/Player_piano,479,,reproducing piano,71,1.0,0.0,"In the spring of 1910, Lyapunov recorded some of his own works for the reproducing piano Welte-Mignon (Op.",2,5,== Life ==
http://dbpedia.org/resource/Welte-Mignon,160,,Welte-Mignon,89,1.0,0.0,"In the spring of 1910, Lyapunov recorded some of his own works for the reproducing piano Welte-Mignon (Op.",2,5,== Life ==
http://dbpedia.org/resource/Opus_number,3271,,Op.,103,1.0,0.0,"In the spring of 1910, Lyapunov recorded some of his own works for the reproducing piano Welte-Mignon (Op.",2,5,== Life ==
http://dbpedia.org/resource/Nederlandse_Omroep_Stichting,490,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q15265344,Wikidata:Q141683,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Broadcaster,DBpedia:Agent,DBpedia:BroadcastNetwork",Nos,4,0.9993953038360048,0.0005139577994695369,"11, Nos. 1, 5, and 12; Op. 35).",3,5,== Life ==
http://dbpedia.org/resource/Opus_number,3271,,Op.,23,0.9999999999785416,0.0,"11, Nos. 1, 5, and 12; Op. 35).",3,5,== Life ==
http://dbpedia.org/resource/Western_Europe,4665,,Western Europe,31,0.9962484767810196,0.0021287995109396,"Lyapunov made several tours of Western Europe, including one of Germany and Austria in 1910–1911.",4,5,== Life ==
http://dbpedia.org/resource/Nazi_Germany,47259,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Germany,64,0.8263624066038608,0.1918342889310462,"Lyapunov made several tours of Western Europe, including one of Germany and Austria in 1910–1911.",4,5,== Life ==
http://dbpedia.org/resource/Austria,54738,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Austria,76,0.8840443170801152,0.0479753039359296,"Lyapunov made several tours of Western Europe, including one of Germany and Austria in 1910–1911.",4,5,== Life ==
http://dbpedia.org/resource/Nikolai_Rimsky-Korsakov,1313,,Nikolai Rimsky-Korsakov,13,1.0,0.0,"He succeeded Nikolai Rimsky-Korsakov as assistant director of music at the Imperial Chapel, became a director of the Free Music School, then its head, as well as a professor at the St. Petersburg Conservatory in 1911.",0,6,== Life ==
http://dbpedia.org/resource/Assistant_director,1113,,assistant director,40,0.9994228643789728,0.0005774685500921957,"He succeeded Nikolai Rimsky-Korsakov as assistant director of music at the Imperial Chapel, became a director of the Free Music School, then its head, as well as a professor at the St. Petersburg Conservatory in 1911.",0,6,== Life ==
http://dbpedia.org/resource/St._Petersburg_State_Academic_Capella,28,,Imperial Chapel,75,0.9999999973875616,2.61242461853803e-09,"He succeeded Nikolai Rimsky-Korsakov as assistant director of music at the Imperial Chapel, became a director of the Free Music School, then its head, as well as a professor at the St. Petersburg Conservatory in 1911.",0,6,== Life ==
http://dbpedia.org/resource/Paris,139486,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Paris,38,0.9976184952512576,0.0023871895939345,"After the Revolution, he emigrated to Paris in 1923 and directed a school of music for Russian émigrés, but died of a heart attack the following year.",1,6,== Life ==
http://dbpedia.org/resource/Russian_language,40524,"Wikidata:Q315,Schema:Language,DBpedia:Language",Russian,87,0.9176454362746292,0.0885933456013621,"After the Revolution, he emigrated to Paris in 1923 and directed a school of music for Russian émigrés, but died of a heart attack the following year.",1,6,== Life ==
http://dbpedia.org/resource/Myocardial_infarction,10068,"Wikidata:Q12136,DBpedia:Disease",heart attack,120,0.9999302115942428,4.481465271028769e-05,"After the Revolution, he emigrated to Paris in 1923 and directed a school of music for Russian émigrés, but died of a heart attack the following year.",1,6,== Life ==
http://dbpedia.org/resource/Soviet_Union,143080,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Soviet,28,0.9996188017502288,0.000131630398072168,"For many years the official Soviet line was that Lyapunov had died during a concert tour of Paris, no acknowledgement being made of his voluntary exile.",2,6,== Life ==
http://dbpedia.org/resource/Concert_tour,3353,,concert tour,76,0.9550872807255288,0.0470036860859069,"For many years the official Soviet line was that Lyapunov had died during a concert tour of Paris, no acknowledgement being made of his voluntary exile.",2,6,== Life ==
http://dbpedia.org/resource/Paris,139486,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Paris,92,0.9999683185593508,3.156620378516205e-05,"For many years the official Soviet line was that Lyapunov had died during a concert tour of Paris, no acknowledgement being made of his voluntary exile.",2,6,== Life ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Franz Liszt,65,1.0,0.0,This set completed the cycle of the 24 major and minor keys that Franz Liszt had started with his own Transcendental Études but had left unfinished.,4,6,== Life ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Franz Liszt,77,1.0,0.0,"Not only was Lyapunov's set of études as a whole dedicated to the memory of Franz Liszt, but the final étude was specifically titled Élégie en mémoire de François Liszt.",5,6,== Life ==
http://dbpedia.org/resource/Gie,53,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",gie,140,0.9999999999994884,0.0,"Not only was Lyapunov's set of études as a whole dedicated to the memory of Franz Liszt, but the final étude was specifically titled Élégie en mémoire de François Liszt.",5,6,== Life ==
http://dbpedia.org/resource/Order_of_Ikhamanga,117,,ois,165,0.6793199779541275,0.4720603303623039,"Not only was Lyapunov's set of études as a whole dedicated to the memory of Franz Liszt, but the final étude was specifically titled Élégie en mémoire de François Liszt.",5,6,== Life ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Liszt,169,1.0,0.0,"Not only was Lyapunov's set of études as a whole dedicated to the memory of Franz Liszt, but the final étude was specifically titled Élégie en mémoire de François Liszt.",5,6,== Life ==
http://dbpedia.org/resource/United_Kingdom,196331,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",UK,7,0.9998634394236736,7.628403789947863e-05,"In the UK the pianist Edward Mitchell was an early advocate, first performing and broadcasting the Douze études in 1927.",6,6,== Life ==
http://dbpedia.org/resource/Pianist,5869,,pianist,14,0.995014432667687,0.0050105369109716,"In the UK the pianist Edward Mitchell was an early advocate, first performing and broadcasting the Douze études in 1927.",6,6,== Life ==
http://dbpedia.org/resource/Donovan_Mitchell,473,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Mitchell,29,0.6775711084869845,0.3121385795569599,"In the UK the pianist Edward Mitchell was an early advocate, first performing and broadcasting the Douze études in 1927.",6,6,== Life ==
http://dbpedia.org/resource/Louis_Kentner,51,,Louis Kentner,0,0.9999999999999432,0.0,Louis Kentner made the premiere recording in 1949.,7,6,== Life ==
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,9,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Intermezzo,353,,Intermezzo,1,0.9999999999845954,6.957048469618693e-12,"""Intermezzo"" in E♭ minor",0,11,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,13,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano_ballade,163,,Ballade,6,0.9999988633423053,1.0224680254139248e-06,2 – Ballade (orchestra; 1883; also arranged for 2 pianos),1,13,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,14,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/B_minor,493,,B minor,26,0.876131780581513,0.1413808064841347,3 – Rêverie du soir in B minor,1,14,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,15,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano_concerto,516,,Piano Concerto,6,0.999999998422112,7.215380345438428e-10,4 – Piano Concerto No. 1 in E♭ minor (1890),1,15,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,16,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Impromptu,124,,Impromptu,6,0.9999999472322416,5.269728175796089e-08,5 – Impromptu in A♭ major,1,16,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,17,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Seven_Network,6161,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q15265344,DUL:SocialPerson,DUL:Agent,Schema:TelevisionStation,Schema:Organization,DBpedia:Organisation,DBpedia:Broadcaster,DBpedia:Agent,DBpedia:TelevisionStation",Seven,6,0.9831728375471817,0.0171150736042892,6 – Seven Preludes (1896),1,17,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Prelude_and_fugue,62,,Preludes,12,0.9335549366301588,0.063901051338204,6 – Seven Preludes (1896),1,17,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Tempo,8577,,Allegro,0,0.9998899755550976,0.00010491382683604951,Allegro risoluto in B♭ major,0,18,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Tempo,8577,,Vivace,0,0.9999999999727508,0.0,Vivace in G♭ major,0,19,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Tempo,8577,,Lento,0,0.9999384134130772,6.159036002167745e-05,Lento in E♭ minor,0,20,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Glossary_of_music_terminology,974,,giocoso,8,0.9999999716223732,0.0,Allegro giocoso in B major,0,21,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/B-flat_major,548,,B major,19,0.6359686298297077,0.5724046015696443,Allegro giocoso in B major,0,21,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Tempo,8577,,Allegro grazioso,0,1.0,0.0,Allegro grazioso in A♭ major,0,22,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Tempo,8577,,Andantino,0,0.9999999996950776,0.0,Andantino mosso in F minor,0,23,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/F_minor,376,,F minor,19,0.9124236033427264,0.0958622759486745,Andantino mosso in F minor,0,23,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Animato,28,,Animato,0,0.9751965482318448,0.0254343104609253,Animato assai in D♭ major,0,24,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,25,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Russian_language,40524,"Wikidata:Q315,Schema:Language,DBpedia:Language",Russian,25,0.9573601985551484,0.0442473289108904,7 – Solemn Overture on Russian Themes (1886),1,25,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,26,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Nocturne,335,,Nocturne,6,0.9999999725239096,2.6947841277136984e-08,8 – Nocturne in D♭ major,1,26,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,27,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Mazurka,414,,Mazurkas,10,0.999999999907942,8.703417656523972e-11,9 – Two Mazurkas (1898),1,27,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,28,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Russian_language,40524,"Wikidata:Q315,Schema:Language,DBpedia:Language",Russian,10,0.9627693990497048,0.0383303809434293,10 – 30 Russian Folksongs,1,28,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,29,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Franz_Liszt,4526,,Franz Liszt,47,1.0,0.0,11 – 12 Transcendental Études (dedicated to Franz Liszt),1,29,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Berceuse,37,,Berceuse,1,1.0,7.275158850084885e-15,"""Berceuse"" (""Lullaby"") in F♯ major",0,30,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Lullaby,537,,Lullaby,13,0.9999999999997442,9.255198047055952e-14,"""Berceuse"" (""Lullaby"") in F♯ major",0,30,== Works == | === Works with opus numbers ===
