types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Keyboard_instrument,keyboards,20051,46,0.9925001832944136,0.0060972127390375,"He started his professional career by playing keyboards and singing with his band at the local clubs in Adana, Southern Turkey.",1,0,
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Keyboard_instrument,keyboards,20051,46,0.9925001832944136,0.0060972127390375,"He started his professional career by playing keyboards and singing with his band at the local clubs in Adana, Southern Turkey.",1,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Conscription,compulsory military service,5098,33,0.9757094744269836,0.0101724488459542,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/class/yago/WikicatMilitaryRanksOfAustralia,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/class/yago/WikicatMilitaryRanksOfSouthKorea,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/class/yago/MilitaryRank114431471,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/class/yago/Rank114429985,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/class/yago/Status113945919,http://dbpedia.org/resource/Brigadier_general,brigadier-general,8259,64,0.9972174322575598,0.0027832968846857,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mess,officers' mess,866,131,1.0,0.0,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Mess,officers' mess,866,131,1.0,0.0,"While he was in the army for his compulsory military service, a brigadier-general liked his style and appointed him to sing at the officers' mess.",2,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://dbpedia.org/class/yago/Faculty105650329,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://dbpedia.org/class/yago/WikicatSynthesiserModules,http://dbpedia.org/resource/Synthesizer,synthesizers,12705,54,0.9989147991659736,0.0004612024193818868,"Amazed by the power of his voice and his knowledge of synthesizers, Metin Oktay recommended him to his club owner friends in Istanbul.",2,2,== Rising popularity ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/LP_record,LP,7679,150,0.7301198976789649,0.3694652220365388,"In Istanbul, he kept playing at famous clubs and finally he was teamed up with songwriters Selami Şahin and Ahmet Selçuk İlkan to record his first LP.",0,3,== Rising popularity ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marriage_in_Islam,Nikah,394,44,0.9999999999987494,1.1358183064946144e-12,"In 2015, the unforgettable hit of the 80's ""Nikah Masası"" was made into a duet with Ajda Pekkan with the accompaniment of the Enbe Orchestra.",0,5,== Today ==
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Marriage_in_Islam,Nikah,394,44,0.9999999999987494,1.1358183064946144e-12,"In 2015, the unforgettable hit of the 80's ""Nikah Masası"" was made into a duet with Ajda Pekkan with the accompaniment of the Enbe Orchestra.",0,5,== Today ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Classical_music,classical,9694,37,0.997598980736886,0.0021857487912833,"In 2016, Ümit Besen re-released his classical songs in a rock style album Başka under the label DMC, in which he performed duets with famous Turkish singers such as Feridun Düzağaç, Pamela, and Cem Adrian.",1,5,== Today ==
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Classical_music,classical,9694,37,0.997598980736886,0.0021857487912833,"In 2016, Ümit Besen re-released his classical songs in a rock style album Başka under the label DMC, in which he performed duets with famous Turkish singers such as Feridun Düzağaç, Pamela, and Cem Adrian.",1,5,== Today ==
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Classical_music,classical,9694,37,0.997598980736886,0.0021857487912833,"In 2016, Ümit Besen re-released his classical songs in a rock style album Başka under the label DMC, in which he performed duets with famous Turkish singers such as Feridun Düzağaç, Pamela, and Cem Adrian.",1,5,== Today ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mirkelam,Mirkelam,7,87,0.99999999943401,0.0,"Ümit Besen has also been featured on the rock songs of many singers including Teoman, Mirkelam, Emre Aydın, Manga, Yüksek Sadakat, Pinhani, Grup Seksendört, and Leyla The Band.",2,5,== Today ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Radiotelephone,rt,314,157,0.7140031365393614,0.2152425883397892,"Ümit Besen has also been featured on the rock songs of many singers including Teoman, Mirkelam, Emre Aydın, Manga, Yüksek Sadakat, Pinhani, Grup Seksendört, and Leyla The Band.",2,5,== Today ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marriage_in_Islam,Nikah,394,222,0.9999999999997726,2.1323607914106634e-13,"Umit Besen, who won the acclaim of critics with the slow love songs he sang in the 80's, gave an emphasis to the different spirit of that period by saying in an interview with Hakan Gence from Hürriyet that if his song ""'Nikah Masası' would have not become a hit"" if it was released now.",3,5,== Today ==
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Marriage_in_Islam,Nikah,394,222,0.9999999999997726,2.1323607914106634e-13,"Umit Besen, who won the acclaim of critics with the slow love songs he sang in the 80's, gave an emphasis to the different spirit of that period by saying in an interview with Hakan Gence from Hürriyet that if his song ""'Nikah Masası' would have not become a hit"" if it was released now.",3,5,== Today ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Local_area_network,lan,1773,6,0.9291474149848036,0.0587012135130674,Yıkılan Gurur (1984),0,13,== Works == | === Discography ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Local_area_network,lan,1773,6,0.9291474149848036,0.0587012135130674,Yıkılan Gurur (1984),0,13,== Works == | === Discography ===
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/resource/Local_area_network,lan,1773,6,0.9291474149848036,0.0587012135130674,Yıkılan Gurur (1984),0,13,== Works == | === Discography ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatBarbraStreisandSongs,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatJoStaffordSongs,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/Wikicat1944Songs,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://dbpedia.org/class/yago/WikicatFrankSinatraSongs,http://dbpedia.org/resource/I_Love_You_(Cole_Porter_song),I Love You,115,0,0.8777460675440351,0.0333459357277885,I Love You (1986),0,16,== Works == | === Discography ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Variance,Var,3466,8,0.96687638804665,0.021390651986099,Yağmur Var Gözlerimde (1996),0,27,== Works == | === Discography ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marriage_in_Islam,Nikah,394,0,0.99999999999892,9.890942289489261e-13,Nikah Masası (1982),0,41,== Works == | === Filmography ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Marriage_in_Islam,Nikah,394,0,0.99999999999892,9.890942289489261e-13,Nikah Masası (1982),0,41,== Works == | === Filmography ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Local_area_network,lan,1773,6,0.9291474149848036,0.0587012135130674,Yıkılan Gurur (1984),0,43,== Works == | === Filmography ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Local_area_network,lan,1773,6,0.9291474149848036,0.0587012135130674,Yıkılan Gurur (1984),0,43,== Works == | === Filmography ===
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/resource/Local_area_network,lan,1773,6,0.9291474149848036,0.0587012135130674,Yıkılan Gurur (1984),0,43,== Works == | === Filmography ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lama,lama,1378,3,0.9534807067843536,0.0487889177493217,Ağlama (1988),0,50,== Works == | === Filmography ===
